ID,2012,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_IN,45,75,Flow Battery Storage,India,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IN
Flow Battery Storage_Cumulative Rated Capacity_IN,45,75,Flow Battery Storage,India,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IN
