ID,1964,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_LU,1096000.0,Pumped Hydro Storage,Luxembourg,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,LU
Pumped Hydro Storage_Cumulative Rated Capacity_LU,0.0,Pumped Hydro Storage,Luxembourg,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,LU
