ID,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Onshore Wind Energy_Total Installed Cost_World,5430.203519958,5135.733418272,5031.465387098,4434.490176037,4288.076274858,3292.787681945,3085.807556489,3479.192743264,3422.142831387,3367.151222353,3369.817080502,3119.256396652,2851.365460014,2712.667729919,2538.790246221,2550.014760199,2379.308857333,2324.586498126,2174.073130976,2154.51675489,2037.178072836,2067.865112658,1950.440817383,1987.682033767,2010.301259467,2116.431107224,2149.478643159,2039.933043311,2009.153123925,2064.575068711,1909.296009491,1858.883076689,1721.320144776,1712.137385518,1706.24277266,1622.195816532,1544.748980009,1396.50929922,1325.199400776,Total Installed Cost,Onshore Wind Energy,World,World,Global,IRENA,2021 USD/kW
