ID,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_BF,100,200,Lithium-Ion Battery Storage,Burkina-Faso,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BF
Lithium-Ion Battery Storage_Cumulative Rated Capacity_BF,100,200,Lithium-Ion Battery Storage,Burkina-Faso,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BF
