ID,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat thermal battery storage_Cumulative Total Capacity_IN,1000,Heat thermal battery storage,India,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,IN
