ID,1988,1995,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_BG,160000,948000,1052000,Pumped Hydro Storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BG
Pumped Hydro Storage_Cumulative Rated Capacity_BG,160000,948000,1052000,Pumped Hydro Storage,Bulgaria,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BG
