ID,2008,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat thermal battery storage_Cumulative Total Capacity_DE,1500,Heat thermal battery storage,Germany,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,DE
