ID,2010,2011,2012,2013,2014,2015,2016,2017,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source
Tablet_Share of Population_US,3.0,10.0,25.0,34.0,39.0,45.0,51.0,64.0,Tablet,United States,US,National,Percentage,Share of Population,OWD
