ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_IE,0.0,Electro-Chemical Capacitor,Ireland,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IE
Electro-Chemical Capacitor_Cumulative Rated Capacity_IE,0.0,Electro-Chemical Capacitor,Ireland,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IE
