ID,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Satellite launches_Cumulative Total Capacity_World,4,28,23,40,54,84,70,104,132,139,143,131,125,124,134,113,116,113,132,132,130,128,110,108,126,129,129,129,125,110,114,121,102,121,91,97,83,93,80,77,89,82,78,85,59,65,63,55,56,66,68,69,78,74,84,78,82,92,87,85,91,114,95,Statista,World,World,Global,Cumulative Total Capacity,Satellite launches,Number of orbital launches
