ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_KE,500,Flywheel Battery Storage,Kenya,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KE
Flywheel Battery Storage_Cumulative Rated Capacity_KE,500,Flywheel Battery Storage,Kenya,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KE
