ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery storage_Cumulative Total Capacity_NZ,5,Lead-acid battery storage,New Zealand,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,NZ
