ID,2011,2013,2014,2016,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_CN,2500,7500,9930,11930,211930,Flow Battery Storage,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
Flow Battery Storage_Cumulative Rated Capacity_CN,2500,7500,9930,11930,211930,Flow Battery Storage,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
