ID,2007,2009,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat Thermal Battery Storage_Cumulative Rated Power_ES,11000,31000,Heat Thermal Battery Storage,Spain,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ES
Heat Thermal Battery Storage_Cumulative Rated Capacity_ES,11000,31000,Heat Thermal Battery Storage,Spain,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ES
