ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel battery storage_Cumulative Total Capacity_MX,390,Flywheel battery storage,Mexico,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,MX
