,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source,ID
0,7.6,8.7,9.6,11.1,13.0,15.5,15.5,16.7,17.7,18.97,21.88,28.32,35.26,40.4,43.53,45.94,47.94,50.32,53.68,57.26,58.78,59.05,59.9,60.9,61.85,63.6,64.9,65.27,65.36,65.07,Cable TV,United States,US,National,Percentage,Share of households,OWD,Cable TV_Share of households_US
