ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Railroad_Cumulative total capacity_TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,180.0,,,,904.0,1320.0,1830.0,,,1542.0,,,,1732.0,,,2013.0,,,2029.0,,2086.0,2433.0,3022.0,,,3457.0,3899.0,4091.0,4500.0,4500.0,4543.0,4725.0,4725.0,4725.0,4971.0,5512.0,5583.0,6056.0,6458.0,6558.0,,,,5438.0,,,,,,,,3070.0,3703.0,3756.0,3957.0,3957.0,3957.0,4701.0,4824.0,5144.0,5639.0,5773.0,6034.0,6097.0,6189.0,6639.0,6849.0,6993.0,7148.0,7324.0,7381.0,7414.0,7414.0,7462.0,7515.0,7515.0,7585.0,7647.0,7676.0,7668.0,7671.0,7667.0,7667.0,7696.0,7696.0,7802.0,7803.0,7805.0,7804.0,7804.0,7895.0,7882.0,7911.0,8008.0,7929.0,8008.0,8008.0,8008.0,8009.0,7985.0,7985.0,8135.0,8132.0,8141.0,8141.0,8138.0,8138.0,8343.0,8343.0,8336.0,8397.0,8397.0,8360.0,8373.0,8400.0,8400.0,8401.0,8439.0,8430.0,8430.0,8429.0,8429.0,8430.0,8430.0,8430.0,8430.0,8435.0,8435.0,8435.0,,,,,,,,,,,Turkey,TR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,161.0,200.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,303.0,357.0,357.0,365.0,396.0,425.0,431.0,433.0,433.0,443.0,486.0,576.0,634.0,634.0,634.0,764.0,793.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,862.0,862.0,862.0,862.0,862.0,862.0,862.0,885.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,952.0,952.0,952.0,952.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,,,,,,,,,,,Ghana,GH,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,107.0,107.0,160.0,241.0,310.0,,,,,,,,341.0,341.0,341.0,341.0,341.0,379.0,467.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,532.0,532.0,532.0,839.0,839.0,839.0,879.0,1170.0,1170.0,1170.0,1143.0,1143.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,,,,,,,,,,,Cameroon,CM,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,126.0,124.0,124.0,138.0,138.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,188.0,212.0,212.0,212.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,217.0,217.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,219.0,222.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,215.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,161.0,161.0,148.0,148.0,132.0,132.0,132.0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Mauritius,MU,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,146.0,,,156.0,241.0,241.0,241.0,241.0,241.0,250.0,254.0,275.0,370.0,372.0,501.0,752.0,752.0,752.0,771.0,927.0,987.0,1439.0,1665.0,1725.0,,1980.0,2420.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2828.0,3615.0,3549.0,3561.0,3577.0,3575.0,3569.0,3569.0,3569.0,3569.0,3563.0,3611.0,3787.0,3966.0,4412.0,4503.0,4509.0,4519.0,4525.0,4525.0,,,,,,,5675.0,5802.0,5802.0,,,,4568.0,4569.0,4847.0,4847.0,4847.0,5022.0,5022.0,5022.0,5022.0,5022.0,5022.0,,,,,,,,,,,Iran,IR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,,,,,118,118,118,,109,109,485,485,485,485,485,485,485,485,485,485,485,485,485,485,,,,,,,,,,Panama,PA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,82.0,82.0,82.0,82.0,82.0,82.0,117.0,154.0,172.0,172.0,172.0,172.0,172.0,172.0,178.0,190.0,241.0,241.0,241.0,241.0,241.0,249.0,254.0,254.0,291.0,388.0,388.0,379.0,408.0,432.0,432.0,432.0,473.0,473.0,473.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,564.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,617.0,622.0,622.0,622.0,623.0,623.0,648.0,,,,,,,760.0,760.0,760.0,700.0,700.0,696.0,556.0,356.0,556.0,333.0,581.0,442.0,,,,,,,,,,,,,,,,Costa Rica,CR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,,,,120,232,307,319,,418,837,,875,,,,976,,1114,1356,1866,2932,2936,3015,3204,3813,4201,5659,6809,8948,11375,11974,13513,15193,15867,16363,17588,18654,18912,19066,19255,19536,20133,20852,21700,22802,23548,24539,24960,25513,25619,26018,27409,29357,30901,32976,34676,37208,41584,44389,47073,48029,48666,49711,50936,53052,54618,54967,55322,55519,56725,57498,58500,62300,65100,69300,70300,71300,71400,71600,71800,71900,72300,74500,74500,75700,76900,76900,76900,77900,81000,81800,82600,83500,84400,85100,84900,85000,86400,106100,,62900,81700,110700,112900,114100,115500,115800,116000,116900,117800,118600,119300,120300,120700,120700,121200,122800,124400,125800,126600,127700,128600,129300,131400,132500,133300,133600,134600,135200,135400,136300,136800,137500,138300,138500,139800,140400,141100,141800,142800,143300,143600,144100,144900,145600,146100,146700,146700,147400,147500,, ,158000,158000,154000,154000,154000,150000,150000,,,,,,,,,Russia,RU,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,290.0,303.0,303.0,280.0,326.0,330.0,403.0,428.0,416.0,416.0,416.0,420.0,432.0,427.0,427.0,427.0,427.0,464.0,464.0,477.0,505.0,470.0,470.0,484.0,484.0,484.0,484.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,528.0,528.0,529.0,573.0,573.0,574.0,574.0,573.0,573.0,,,,,,,,,,,,,,,,Israel,IL,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,208.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,745.0,745.0,745.0,745.0,745.0,745.0,758.0,796.0,809.0,826.0,847.0,950.0,1030.0,,1438.0,1438.0,1438.0,1438.0,1553.0,1553.0,1672.0,1698.0,1792.0,1845.0,1878.0,1968.0,1968.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2181.0,2183.0,2183.0,2183.0,2183.0,2183.0,2183.0,2536.0,2536.0,2536.0,2536.0,2536.0,3045.0,3045.0,3234.0,,3490.0,,3336.0,3318.0,3318.0,3318.0,3318.0,3284.0,3284.0,3284.0,3284.0,3284.0,3284.0,3269.0,3269.0,3373.0,3473.0,3473.0,3628.0,3628.0,3628.0,3628.0,3628.0,3628.0,3628.0,3701.0,3701.0,3701.0,3701.0,3701.0,3698.0,3694.0,,,,,,,,,,,,,,,,Bolivia,BO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,309.0,309.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,311.0,542.0,542.0,542.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,681.0,681.0,681.0,681.0,681.0,,,,,,,,,,,,,,,,Ethiopia,ET,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,198.0,198.0,198.0,,440.0,,,,,,,,,,682.0,,,,,,,,,,,,,,,,,,,,1382.0,,,,,1600.0,,,,,1731.0,1778.0,1778.0,1778.0,1778.0,1778.0,1778.0,1778.0,1825.0,1825.0,1960.0,,,2548.0,2548.0,2604.0,2857.0,2857.0,,3150.0,3229.0,3527.0,3609.0,3803.0,3846.0,,,,,,4366.0,4396.0,4488.0,4651.0,4821.0,4893.0,4871.0,4861.0,4903.0,4946.0,4891.0,4891.0,4897.0,4887.0,4876.0,4876.0,4945.0,4961.0,4957.0,4965.0,4945.0,4972.0,4952.0,4925.0,4940.0,4922.0,4871.0,4866.0,4857.0,4854.0,4860.0,4825.0,4825.0,4825.0,5099.0,5099.0,5099.0,5099.0,,,,,5099.0,5099.0,5099.0,5099.0,5099.0,5099.0,5227.0,5227.0,5227.0,5227.0,5227.0,5227.0,5086.0,5209.0,5130.0,,5210.0,5215.0,5197.0,5027.0,5158.0,4922.0,4909.0,4889.0,4881.0,4807.0,4820.0,4843.0,4843.0,4843.0,4843.0,4843.0,4683.0,4693.0,4527.0,4509.0,4252.0,4179.0,4252.0,4252.0,4428.0,4538.0,4184.0,,,,,Cuba,CU,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,922.0,,,,,,,,,,,,,,,,Macedonia,MK,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,21.0,35.0,35.0,43.0,55.0,85.0,193.0,465.0,517.0,517.0,546.0,662.0,771.0,782.0,999.0,1130.0,1252.0,1506.0,2046.0,2046.0,2046.0,2092.0,2209.0,2411.0,2825.0,3372.0,4107.0,5394.0,6212.0,6914.0,7338.0,8370.0,10583.0,11686.0,12628.0,12689.0,12864.0,13105.0,13565.0,13852.0,14833.0,15166.0,15557.0,15911.0,16826.0,17575.0,17802.0,18681.0,19940.0,21395.0,23026.0,25067.0,27553.0,29136.0,30281.0,31186.0,31408.0,32755.0,32774.0,32774.0,32817.0,35282.0,35112.0,35333.0,35496.0,36008.0,36117.0,36257.0,36333.0,36571.0,37478.0,37978.0,39383.0,39841.0,39962.0,39992.0,40171.0,40266.0,40355.0,40973.0,40973.0,41283.0,41371.0,41407.0,,,,41600.0,42757.0,42757.0,42838.0,42864.0,,,,,43930.0,43930.0,43930.0,43930.0,43930.0,43905.0,42813.0,39985.0,43751.0,,41907.0,41434.0,40165.0,40641.0,40235.0,39905.0,39822.0,39816.0,39805.0,39782.0,39787.0,39779.0,36996.0,34393.0,34350.0,34077.0,34172.0,34098.0,34127.0,34345.0,34447.0,34428.0,34183.0,34192.0,34059.0,34059.0,35753.0,35753.0,35753.0,,,,,,,,,,,,,,,,Argentina,AR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,2015.0,2015.0,2015.0,2015.0,2015.0,2116.0,2095.0,2169.0,2169.0,2189.0,2181.0,2181.0,2181.0,2182.0,2182.0,2182.0,2190.0,2190.0,2190.0,2190.0,2190.0,2190.0,2190.0,2190.0,2190.0,2056.0,2056.0,2056.0,2052.0,2052.0,2052.0,2054.0,2054.0,2124.0,2196.0,2270.0,2347.0,2427.0,2510.0,2595.0,2683.0,2774.0,2868.0,2966.0,3066.0,3278.0,3283.0,3239.0,3239.0,3239.0,3239.0,3239.0,,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,3415.0,,2836.0,2836.0,2836.0,2836.0,2836.0,2836.0,,,,,,,,,,,Zimbabwe,ZW,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,46.0,46.0,79.0,79.0,79.0,88.0,118.0,148.0,206.0,295.0,309.0,433.0,520.0,717.0,1101.0,1445.0,1761.0,2144.0,2330.0,2412.0,2629.0,2836.0,3097.0,3631.0,4260.0,4463.0,4724.0,4930.0,5185.0,5497.0,5735.0,5843.0,5773.0,5901.0,6057.0,6189.0,6494.0,6819.0,7257.0,7925.0,8607.0,9053.0,9281.0,9455.0,9676.0,9910.0,10231.0,10707.0,11286.0,12058.0,12553.0,13118.0,13671.0,14145.0,14720.0,15494.0,16190.0,16652.0,16957.0,17270.0,17712.0,18171.0,18406.0,18566.0,18690.0,18799.0,18839.0,18933.0,19032.0,19793.0,19242.0,19029.0,19192.0,19277.0,19412.0,19316.0,19314.0,19425.0,19367.0,19399.0,19451.0,19504.0,19550.0,19587.0,19648.0,19659.0,19667.0,19675.0,19668.0,19726.0,19681.0,19653.0,19617.0,19445.0,19328.0,19199.0,19105.0,18995.0,18876.0,18890.0,18845.0,18871.0,18857.0,18890.0,19643.0,19656.0,19647.0,19727.0,20238.0,20171.0,20169.0,19979.0,19441.0,21216.0,20919.0,20246.0,20157.0,20108.0,20111.0,20129.0,20140.0,20140.0,20145.0,20158.0,,,,,,,,,,,,Japan,JP,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,Kyrgyzstan,KG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,225.0,225.0,225.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,,,,,,,,,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eritrea,ER,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,209.0,326.0,447.0,527.0,571.0,908.0,1014.0,1143.0,1305.0,1567.0,1687.0,1687.0,1727.0,1727.0,1817.0,1935.0,2321.0,3361.0,3679.0,4298.0,4837.0,5193.0,5677.0,5876.0,6170.0,6305.0,6400.0,6600.0,6890.0,7277.0,7388.0,7527.0,7888.0,8018.0,8279.0,8461.0,8782.0,9234.0,9756.0,9896.0,10226.0,10360.0,10708.0,11303.0,11574.0,11951.0,12362.0,12543.0,12647.0,13088.0,13248.0,13364.0,13604.0,13829.0,13942.0,14171.0,14377.0,14360.0,14561.0,14648.0,14760.0,14852.0,14855.0,14869.0,14893.0,15109.0,15211.0,15424.0,15695.0,15793.0,15985.0,16415.0,16436.0,16523.0,16474.0,16454.0,16543.0,16561.0,16596.0,16532.0,16707.0,16710.0,16599.0,16610.0,16581.0,16583.0,16567.0,16569.0,16552.0,16552.0,16552.0,16528.0,16533.0,16516.0,16476.0,16459.0,16456.0,16396.0,16357.0,16177.0,16093.0,16019.0,15790.0,15399.0,14794.0,14254.0,14063.0,13721.0,13433.0,13067.0,12907.0,12807.0,12543.0,12203.0,12171.0,12104.0,12104.0,12102.0,12065.0,12061.0,12077.0,12074.0,12006.0,,11952.0,12362.0,12323.0,12063.0,11745.0,11745.0,11673.0,11555.0,11501.0,11211.0,11045.0,10983.0,10884.0,12000.0,12084.0,12000.0,12624.0,11837.0,13415.0,12821.0,,,,,,,,,Sweden,SE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,15,103,427,530,689,738,834,945,1000,1098,1238,1268,1395,1545,1733,1851,2054,2351,2306,2131,2036,1782,1782,1782,1782,1782,1713,1713,1713,1713,1713,1713,1713,1713,1713,1695,1695,1695,1695,1695,1695,1723,1723,1740,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1796,1796,1796,1796,1796,1796,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,1779,1779,1779,1768,1768,1768,1779,1893,1893,1893,1893,1907,1907,1907,1907,1923,1923,1923,,,,,,,,,,,Morocco,MA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
