ID,2000,2002,2004,2007,2014,2018,2021,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_SA,2,1,3,6,1,2,2,Saudi Arabia,National,SA,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
