ID,2011,2013,2014,2015,2016,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_AU,25,85,2510,3543,18499,269284,301284,Lithium-Ion Battery Storage,Australia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,AU
Lithium-Ion Battery Storage_Cumulative Rated Capacity_AU,25,85,2510,3543,18499,269284,301284,Lithium-Ion Battery Storage,Australia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,AU
