ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery storage_Cumulative Total Capacity_BO,2200,Lithium-ion battery storage,Bolivia,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,BO
