ID,2010,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible Heat Storage_Cumulative Rated Power_IT,4720,5120,Sensible Heat Storage,Italy,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IT
Sensible Heat Storage_Cumulative Rated Capacity_IT,4720,5120,Sensible Heat Storage,Italy,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IT
