ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_MA,815000.0,Pumped Hydro Storage,Morocco,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,MA
Pumped Hydro Storage_Cumulative Rated Capacity_MA,0.0,Pumped Hydro Storage,Morocco,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,MA
