ID,2011,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_KR,150,300,Lead-Acid Battery Storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KR
Lead-Acid Battery Storage_Cumulative Rated Capacity_KR,150,300,Lead-Acid Battery Storage,South Korea,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KR
