ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery storage_Cumulative Total Capacity_PF,1000,Flow battery storage,French Polynesia,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,PF
