ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Hydrogen storage_Cumulative Total Capacity_IT,1200,Hydrogen storage,Italy,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,IT
