ID,2013,2014,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_US,1000,1070,2098,2348,Electro-Chemical Capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,US
Electro-Chemical Capacitor_Cumulative Rated Capacity_US,1000,1070,2098,2348,Electro-Chemical Capacitor,United States,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,US
