ID,1979,1981,1988,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_ZA,180000,1180000,1580000,Pumped Hydro Storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ZA
Pumped Hydro Storage_Cumulative Rated Capacity_ZA,180000,1180000,1580000,Pumped Hydro Storage,South Africa,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ZA
