ID,2017,2021,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_SK,1,1,Slovakia,National,SK,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
