ID,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_CV,28,Lead-Acid Battery Storage,Cape Verde,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CV
Lead-Acid Battery Storage_Cumulative Rated Capacity_CV,28,Lead-Acid Battery Storage,Cape Verde,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CV
