ID,2015,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_TM,1,Turkmenistan,National,TM,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
