ID,2017,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_AO,1,1,Angola,National,AO,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
