ID,1957,1984,1985,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_HR,4600.0,280600.0,281740.0,Pumped Hydro Storage,Croatia,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,HR
Pumped Hydro Storage_Cumulative Rated Capacity_HR,0.0,0.0,0.0,Pumped Hydro Storage,Croatia,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,HR
