,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source,ID
0,8.2,10.0,12.0,13.0,14.0,15.0,17.0,20.0,22.0,22.9,25.0,30.0,33.0,36.6,40.0,45.0,51.0,56.3,58.0,61.8,63.0,65.0,67.0,69.7,72.0,74.1,76.7,75.6,75.0,77.0,75.0,73.0,78.0,Microcomputers,United States,US,National,Percentage,Share of households,OWD,Microcomputer_Share of households_US
