ID,1958,2013,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_CA,174000,574000,4574000,Pumped Hydro Storage,Canada,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CA
Pumped Hydro Storage_Cumulative Rated Capacity_CA,174000,574000,4574000,Pumped Hydro Storage,Canada,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CA
