ID,2011,2013,2014,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_DE,260,460,785,1035,1435,Flow Battery Storage,Germany,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,DE
Flow Battery Storage_Cumulative Rated Capacity_DE,260,460,785,1035,1435,Flow Battery Storage,Germany,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,DE
