ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Zinc-based battery_Cumulative Total Capacity_ID,4400,Zinc-based battery,Indonesia,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,ID
