1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,Data Source,Technology Name,Unit,Country Name,Country Code,Spatial Scale,Metric,ID
40,139,330,446,660,798,1078,1426,1879,2265,2756,3362,3867,4155,4335,4612,4945,5208,6264,7312,8573,9847,12135,14305,17747,20200,21671,23748,25714,27421,28921,29937,30657,31231,32178,32997,34401,36942,39410,43513,49171,55831,63270,68487,71071,72677,75252,77532,79960,84966,91842,101631,113230,120049,124023,127154,135554,148635,155701,161408,167147,171767,176415,179439,181199,182619,184311,186420,189685,194254,199148,204516,210542,216194,220026,224414,230037,235249,238463,242211,246333,249399,252396,255467,256999,257932,259030,260009,260730,261416,261730,262205,262529,262956,263535,264179,265184,265963,266988,267654,268167,268915,269078,269102,269178,269223,269316,269464,269502,269560,269586,269640,269714,269770,269891,269956,270024,270178,270274,270352,270461,270590,270706,Federal Reserve Economic Data,Railroad,Miles,United States,US,National,Cumulative Total Capacity,Railroad_Cumulative Total Capacity_US
