ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_PT,5,Flow Battery Storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,PT
Flow Battery Storage_Cumulative Rated Capacity_PT,5,Flow Battery Storage,Portugal,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,PT
