ID,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Crude Oil_Annual production_World,,1.86,2.02,1.84,1.97,2.25,2.29,2.36,2.35,2.44,2.62,2.62,2.45,2.57,2.56,2.62,2.68,2.75,2.79,2.85,3.03,3.22,3.33,Santa Fe Institute,Annual production,Crude Oil,Global,World,World,Yearly Production (Billion Barrels)
