ID,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery storage_Cumulative Total Capacity_AE,8000,Sodium-based battery storage,United Arab Emirates,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,AE
