ID,2015,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_LA,1,Laos,National,LA,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
