ID,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Milk production_Price_US,221.8354999,224.2494832,232.2059532,236.8530574,247.9487508,238.9684304,231.6775705,228.999686,219.3720642,217.939546,216.3455562,211.0341652,211.1369829,217.4966031,218.732215,208.9244584,204.671317,199.7123632,198.3207746,189.6953567,188.197458,187.5227806,186.0801772,180.4277123,176.7597097,171.1684086,164.1894922,158.6665918,151.8535952,146.7451983,142.2836673,137.1586308,133.416765,129.8765195,123.4722408,120.4139153,117.3477217,112.9813361,109.4612924,105.9935577,102.5340364,99.84143852,97.45053114,98.82848014,97.16142093,96.98175012,91.78981528,89.23076923,88.94780175,87.01175517,84.07083781,82.08179559,80.96567061,79.22815715,79.73934437,76.78446564,75.41445519,72.44119896,70.49381524,69.81576588,67.64779551,66.52809468,64.20784041,63.60365384,61.80909103,60.95613425,64.92604184,59.27311632,58.18633872,56.29175405,54.95600174,55.05437544,53.74037857,53.30146601,52.71818363,51.1094846,50.26212716,49.4948668,49.03011706,Santa Fe Institute,Price,Milk production,National,United States,US,Cost (Heads/Mil. lbs)
Milk production_Annual production_US,100158.0,103029.0,103810.0,104762.0,101621.0,101205.0,102410.0,101908.0,105807.0,106792.0,109412.0,115088.0,118533.0,117017.0,117023.0,119828.0,117697.0,116814.0,112671.0,116103.0,116602.0,114681.0,114671.0,120221.0,122094.0,122945.0,124860.0,124628.0,123220.0,121989.0,123109.0,125707.0,126251.0,125202.0,126967.0,124180.0,119912.0,118732.0,117225.0,116108.0,117007.0,118566.0,120025.0,115491.0,115586.0,115398.0,120180.0,122655.0,121460.0,123350.0,128406.0,132770.0,135802.0,139588.0,135351.0,143012.0,143381.0,142557.0,145034.0,143893.0,147721.0,147697.0,150885.0,150636.0,153602.0,155292.0,154006.0,156091.0,157262.0,162589.0,167393.0,165332.0,170063.0,170394.0,170934.0,176929.0,181782.0,185654.0,189992.0,Santa Fe Institute,Annual production,Milk production,National,United States,US,Yearly Production (Mil. lbs)
